company_ticker,event_date
A,5/18/2010
A,8/17/2010
A,2/15/2011
A,8/16/2011
A,11/16/2011
A,2/16/2012
A,5/15/2012
A,8/16/2012
A,11/20/2012
A,2/15/2013
A,5/15/2013
A,8/15/2013
A,11/15/2013
A,2/14/2014
A,5/15/2014
A,8/15/2014
A,11/18/2014
A,2/18/2015
A,5/19/2015
A,8/18/2015
A,11/17/2015
A,2/17/2016
A,5/17/2016
A,8/18/2016
A,11/16/2016
A,2/15/2017
A,5/23/2017
A,8/16/2017
A,11/21/2017
A,2/21/2019
A,5/15/2019
A,8/15/2019
A,11/26/2019
A,2/19/2020
A,5/22/2020
A,8/19/2020
AAP,2/19/2010
AAP,5/21/2010
AAP,8/13/2010
AAP,11/12/2010
AAP,2/11/2011
AAP,5/20/2011
AAP,8/12/2011
AAP,11/11/2011
AAP,2/17/2012
AAP,5/18/2012
AAP,8/10/2012
AAP,11/09/2012
AAP,2/08/2013
AAP,5/24/2013
AAP,8/09/2013
AAP,11/01/2013
AAP,2/07/2014
AAP,5/16/2014
AAP,8/15/2014
AAP,11/07/2014
AAP,2/13/2015
AAP,5/22/2015
AAP,8/14/2015
AAP,11/13/2015
AAP,2/12/2016
AAP,5/20/2016
AAP,8/17/2016
AAP,11/15/2016
AAP,2/22/2017
AAP,5/25/2017
AAP,8/16/2017
AAP,11/15/2017
AAP,2/20/2019
AAP,5/23/2019
AAP,8/14/2019
AAP,11/13/2019
AAP,2/19/2020
AAP,5/20/2020
AAP,8/19/2020
AAP,11/11/2020
ABBV,4/24/2015
ABBV,4/29/2016
ABBV,4/28/2017
ABC,1/27/2010
ABC,4/23/2010
ABC,7/28/2010
ABC,11/03/2010
ABC,4/29/2011
ABC,7/29/2011
ABC,11/02/2011
ABC,1/27/2012
ABC,4/27/2012
ABC,7/27/2012
ABC,11/02/2012
ABC,1/25/2013
ABC,4/26/2013
ABC,7/25/2013
ABC,11/01/2013
ABC,1/24/2014
ABC,4/25/2014
ABC,7/25/2014
ABC,10/31/2014
ABC,1/29/2015
ABC,5/01/2015
ABC,7/24/2015
ABC,10/30/2015
ABC,2/05/2016
ABC,5/06/2016
ABC,8/03/2016
ABC,11/03/2016
ABC,2/01/2017
ABC,5/05/2017
ABC,8/04/2017
ABC,11/03/2017
ABC,2/01/2019
ABC,5/03/2019
ABC,8/02/2019
ABC,11/08/2019
ABC,1/31/2020
ABC,5/08/2020
ABT,1/28/2010
ABT,4/22/2010
ABT,7/22/2010
ABT,10/21/2010
ABT,1/27/2011
ABT,4/21/2011
ABT,7/21/2011
ABT,10/20/2011
ABT,1/26/2012
ABT,4/19/2012
ABT,7/19/2012
ABT,10/18/2012
ABT,1/24/2013
ABT,4/18/2013
ABT,7/18/2013
ABT,10/17/2013
ABT,1/23/2014
ABT,4/17/2014
ABT,7/17/2014
ABT,10/23/2014
ABT,1/30/2015
ABT,4/23/2015
ABT,7/23/2015
ABT,10/22/2015
ABT,1/29/2016
ABT,4/21/2016
ABT,7/21/2016
ABT,10/20/2016
ABT,1/26/2017
ABT,4/20/2017
ABT,7/21/2017
ABT,10/19/2017
ABT,4/19/2018
ABT,1/24/2019
ABT,4/18/2019
ABT,7/18/2019
ABT,10/17/2019
ABT,1/23/2020
ABT,4/17/2020
ABT,7/17/2020
ABT,10/22/2020
ADP,2/03/2010
ADP,4/28/2010
ADP,7/30/2010
ADP,10/28/2010
ADP,1/27/2011
ADP,5/03/2011
ADP,7/29/2011
ADP,10/27/2011
ADP,1/26/2012
ADP,5/02/2012
ADP,8/02/2012
ADP,11/02/2012
ADP,2/06/2013
ADP,8/02/2013
ADP,10/31/2013
ADP,2/06/2014
ADP,5/01/2014
ADP,8/01/2014
ADP,10/30/2014
ADP,2/05/2015
ADP,5/01/2015
ADP,7/31/2015
ADP,10/29/2015
ADP,2/04/2016
ADP,4/29/2016
ADP,7/29/2016
ADP,11/03/2016
ADP,2/02/2017
ADP,5/04/2017
ADP,7/28/2017
ADP,11/03/2017
ADP,1/31/2019
ADP,5/02/2019
ADP,8/01/2019
ADP,10/31/2019
ADP,1/30/2020
ADP,4/30/2020
ADP,7/30/2020
ADP,10/29/2020
ADS,4/22/2010
ADS,7/22/2010
ADS,10/21/2010
ADS,2/02/2011
ADS,7/22/2011
ADS,10/21/2011
ADS,2/03/2012
ADS,4/20/2012
ADS,7/20/2012
ADS,10/19/2012
ADS,2/01/2013
ADS,4/19/2013
ADS,7/31/2013
ADS,10/18/2013
ADS,2/07/2014
ADS,7/18/2014
ADS,10/17/2014
ADS,2/06/2015
ADS,4/17/2015
ADS,7/24/2015
ADS,10/23/2015
ADS,1/29/2016
ADS,4/22/2016
ADS,7/22/2016
ADS,10/21/2016
ADS,1/27/2017
ADS,4/21/2017
ADS,7/21/2017
ADS,10/20/2017
ADS,4/20/2018
ADS,2/08/2019
ADS,4/26/2019
ADS,7/19/2019
ADS,10/25/2019
ADS,1/31/2020
ADS,4/24/2020
ALB,1/27/2010
ALB,4/28/2010
ALB,7/28/2010
ALB,1/26/2011
ALB,4/21/2011
ALB,10/26/2011
ALB,1/25/2012
ALB,4/20/2012
ALB,7/19/2012
ALB,10/19/2012
ALB,1/24/2013
ALB,4/19/2013
ALB,7/19/2013
ALB,10/18/2013
ALB,1/30/2014
ALB,8/01/2014
ALB,10/24/2014
ALB,1/30/2015
ALB,5/08/2015
ALB,8/07/2015
ALB,11/06/2015
ALB,2/19/2016
ALB,5/12/2016
ALB,8/05/2016
ALB,11/09/2016
ALB,3/01/2017
ALB,5/05/2017
ALB,8/09/2017
ALB,11/10/2017
ALB,2/22/2019
ALB,5/10/2019
ALB,8/09/2019
ALB,11/08/2019
ALB,2/21/2020
ALB,5/08/2020
ALB,8/07/2020
ALB,11/06/2020
ALK,1/29/2010
ALK,4/23/2010
ALK,7/23/2010
ALK,10/22/2010
ALK,1/26/2011
ALK,7/22/2011
ALK,10/21/2011
ALK,1/27/2012
ALK,4/20/2012
ALK,7/27/2012
ALK,10/26/2012
ALK,1/25/2013
ALK,4/26/2013
ALK,7/26/2013
ALK,10/25/2013
ALK,1/24/2014
ALK,7/25/2014
ALK,10/24/2014
ALK,1/23/2015
ALK,4/24/2015
ALK,7/24/2015
ALK,10/23/2015
ALK,1/22/2016
ALK,4/22/2016
ALK,7/22/2016
ALK,10/21/2016
ALK,2/09/2017
ALK,4/27/2017
ALK,7/27/2017
ALK,10/26/2017
ALK,4/24/2018
ALK,1/25/2019
ALK,4/26/2019
ALK,7/26/2019
ALK,10/25/2019
ALK,1/29/2020
ALK,5/06/2020
ALK,7/24/2020
ALK,10/23/2020
AME,1/27/2010
AME,4/28/2010
AME,7/28/2010
AME,10/27/2010
AME,1/28/2011
AME,4/29/2011
AME,7/27/2011
AME,10/26/2011
AME,1/27/2012
AME,4/27/2012
AME,7/25/2012
AME,10/24/2012
AME,1/25/2013
AME,4/26/2013
AME,8/08/2013
AME,10/30/2013
AME,1/30/2014
AME,5/07/2014
AME,8/06/2014
AME,10/29/2014
AME,1/29/2015
AME,4/30/2015
AME,8/05/2015
AME,10/28/2015
AME,4/29/2016
AME,8/05/2016
AME,11/02/2016
AME,2/08/2017
AME,5/03/2017
AME,8/03/2017
AME,11/03/2017
AME,2/06/2019
AME,5/02/2019
AME,7/31/2019
AME,11/01/2019
AME,2/06/2020
AME,5/06/2020
AME,8/05/2020
AME,10/30/2020
AMT,2/25/2010
AMT,5/05/2010
AMT,8/04/2010
AMT,2/24/2011
AMT,5/04/2011
AMT,8/03/2011
AMT,11/02/2011
AMT,2/24/2012
AMT,5/04/2012
AMT,8/02/2012
AMT,11/01/2012
AMT,2/27/2013
AMT,10/28/2016
AMT,2/28/2017
AMT,4/28/2017
AMT,7/28/2017
AMT,11/01/2017
AMT,2/28/2019
AMT,8/01/2019
AMT,11/01/2019
AMT,2/26/2020
AMT,4/30/2020
AMT,7/31/2020
AMT,10/30/2020
ANET,2/20/2015
ANET,5/15/2015
ANET,8/07/2015
ANET,2/19/2016
ANET,5/06/2016
ANET,8/05/2016
ANET,11/04/2016
ANET,2/17/2017
ANET,5/05/2017
ANET,8/04/2017
ANET,11/03/2017
ANET,2/15/2019
ANET,5/03/2019
ANET,8/02/2019
ANET,11/01/2019
ANET,2/14/2020
ANET,5/06/2020
ANET,8/05/2020
ANET,11/03/2020
AOS,1/27/2010
AOS,4/21/2010
AOS,7/21/2010
AOS,10/20/2010
AOS,1/26/2011
AOS,4/20/2011
AOS,7/20/2011
AOS,7/19/2012
AOS,10/18/2012
AOS,1/25/2013
AOS,4/24/2013
AOS,7/25/2013
AOS,10/22/2013
AOS,1/29/2014
AOS,4/23/2014
AOS,7/23/2014
AOS,10/22/2014
AOS,1/28/2015
AOS,7/24/2015
AOS,10/22/2015
AOS,4/28/2016
AOS,7/27/2016
AOS,10/27/2016
AOS,2/03/2017
AOS,4/28/2017
AOS,7/27/2017
AOS,10/26/2017
AOS,4/26/2018
AOS,1/30/2019
AOS,5/01/2019
AOS,7/31/2019
AOS,10/30/2019
AOS,1/29/2020
AOS,5/06/2020
AOS,7/31/2020
AOS,10/30/2020
APH,1/22/2010
APH,4/21/2010
APH,7/22/2010
APH,10/21/2010
APH,1/20/2011
APH,4/21/2011
APH,7/21/2011
APH,10/20/2011
APH,1/19/2012
APH,4/19/2012
APH,7/19/2012
APH,10/18/2012
APH,1/18/2013
APH,4/19/2013
APH,7/19/2013
APH,10/18/2013
APH,1/23/2014
APH,4/24/2014
APH,7/24/2014
APH,10/23/2014
APH,1/22/2015
APH,4/23/2015
APH,7/23/2015
APH,10/22/2015
APH,1/21/2016
APH,4/21/2016
APH,7/21/2016
APH,10/20/2016
APH,1/26/2017
APH,4/27/2017
APH,7/27/2017
APH,10/26/2017
APH,4/26/2018
APH,1/24/2019
APH,4/25/2019
APH,7/25/2019
APH,10/24/2019
APH,1/23/2020
APH,4/23/2020
APH,7/23/2020
APH,10/22/2020
ATVI,11/04/2015
AVY,4/28/2010
AVY,7/29/2010
AVY,10/28/2010
AVY,2/03/2011
AVY,4/28/2011
AVY,7/27/2011
AVY,10/27/2011
AVY,2/01/2012
AVY,4/26/2012
AVY,7/25/2012
AVY,10/25/2012
AVY,1/31/2013
AVY,4/25/2013
AVY,7/24/2013
AVY,4/24/2014
AVY,2/03/2015
AVY,4/30/2015
AVY,7/30/2015
AVY,10/30/2015
AVY,2/04/2016
AVY,4/28/2016
AVY,7/27/2016
AVY,10/27/2016
AVY,2/02/2017
AVY,4/27/2017
AVY,7/26/2017
AVY,10/26/2017
AVY,4/26/2018
AVY,1/31/2019
AVY,4/25/2019
AVY,7/24/2019
AVY,10/24/2019
AVY,1/30/2020
AVY,4/30/2020
AVY,7/28/2020
AVY,10/22/2020
BA,1/28/2010
BA,4/22/2010
BA,7/29/2010
BA,10/21/2010
BA,1/27/2011
BA,4/28/2011
BA,7/28/2011
BA,10/27/2011
BA,1/26/2012
BA,4/26/2012
BA,7/26/2012
BA,10/25/2012
BA,1/31/2013
BA,4/25/2013
BA,7/25/2013
BA,10/24/2013
BA,1/30/2014
BA,4/24/2014
BA,7/24/2014
BA,10/23/2014
BA,1/29/2015
BA,4/23/2015
BA,7/23/2015
BA,10/22/2015
BA,1/28/2016
BA,4/28/2016
BA,7/28/2016
BA,10/27/2016
BA,1/26/2017
BA,7/27/2017
BA,10/26/2017
BA,1/31/2019
BAX,1/29/2010
BAX,4/23/2010
BAX,7/23/2010
BAX,10/22/2010
BAX,1/28/2011
BAX,7/22/2011
BAX,10/21/2011
BAX,1/27/2012
BAX,4/20/2012
BAX,7/20/2012
BAX,10/19/2012
BAX,1/25/2013
BAX,4/19/2013
BAX,7/19/2013
BAX,10/18/2013
BAX,1/24/2014
BAX,7/18/2014
BAX,10/17/2014
BAX,1/30/2015
BAX,4/24/2015
BAX,7/30/2015
BAX,10/28/2015
BAX,2/03/2016
BAX,4/27/2016
BAX,7/27/2016
BAX,10/26/2016
BAX,2/02/2017
BAX,4/27/2017
BAX,7/27/2017
BAX,10/26/2017
BAX,4/27/2018
BAX,2/01/2019
BAX,4/26/2019
BAX,7/26/2019
BAX,10/25/2019
BAX,3/18/2020
BAX,5/01/2020
BAX,7/31/2020
BAX,10/30/2020
BBY,3/26/2010
BBY,6/16/2010
BBY,9/15/2010
BBY,12/15/2010
BBY,3/25/2011
BBY,6/15/2011
BBY,9/14/2011
BBY,12/14/2011
BBY,3/30/2012
BBY,5/23/2012
BBY,8/22/2012
BBY,11/21/2012
BBY,5/22/2013
BBY,8/21/2013
BBY,11/20/2013
BBY,2/28/2014
BBY,5/23/2014
BBY,8/27/2014
BBY,11/21/2014
BBY,3/04/2015
BBY,5/22/2015
BBY,8/26/2015
BBY,11/20/2015
BBY,2/26/2016
BBY,5/25/2016
BBY,8/24/2016
BBY,11/18/2016
BBY,3/02/2017
BBY,5/26/2017
BBY,8/30/2017
BBY,11/17/2017
BBY,2/28/2019
BBY,5/24/2019
BBY,8/30/2019
BBY,11/27/2019
BBY,2/28/2020
BBY,5/22/2020
BBY,8/26/2020
BBY,11/25/2020
BDX,1/29/2010
BDX,4/30/2010
BDX,7/30/2010
BDX,11/05/2010
BDX,2/09/2011
BDX,4/28/2011
BDX,8/03/2011
BDX,11/03/2011
BDX,2/08/2012
BDX,5/02/2012
BDX,8/03/2012
BDX,11/08/2012
BDX,2/06/2013
BDX,5/03/2013
BDX,8/02/2013
BDX,11/06/2013
BDX,2/05/2014
BDX,5/02/2014
BDX,8/01/2014
BDX,11/05/2014
BDX,2/06/2015
BDX,8/07/2015
BDX,11/05/2015
BDX,2/04/2016
BDX,5/06/2016
BDX,8/05/2016
BDX,11/04/2016
BDX,2/03/2017
BDX,5/03/2017
BDX,8/04/2017
BDX,11/03/2017
BDX,2/06/2019
BDX,5/10/2019
BDX,8/07/2019
BDX,11/06/2019
BDX,2/07/2020
BDX,5/08/2020
BDX,8/07/2020
BIO,7/31/2020
BIO,10/30/2020
BKR,10/31/2019
BKR,1/23/2020
BKR,4/23/2020
BKR,7/23/2020
BKR,10/22/2020
BLL,1/29/2010
BLL,4/30/2010
BLL,7/30/2010
BLL,10/29/2010
BLL,1/28/2011
BLL,7/29/2011
BLL,10/28/2011
BLL,1/27/2012
BLL,4/27/2012
BLL,7/27/2012
BLL,10/26/2012
BLL,2/01/2013
BLL,4/26/2013
BLL,7/26/2013
BLL,10/25/2013
BLL,1/31/2014
BLL,5/02/2014
BLL,8/01/2014
BLL,10/31/2014
BLL,2/06/2015
BLL,5/01/2015
BLL,7/31/2015
BLL,10/30/2015
BLL,1/29/2016
BLL,4/29/2016
BLL,8/05/2016
BLL,11/04/2016
BLL,2/03/2017
BLL,5/05/2017
BLL,8/04/2017
BLL,11/03/2017
BLL,2/01/2019
BLL,5/03/2019
BLL,8/02/2019
BLL,11/01/2019
BLL,2/07/2020
BLL,5/08/2020
BLL,8/07/2020
BLL,11/06/2020
BMY,1/29/2010
BMY,4/30/2010
BMY,7/23/2010
BMY,10/27/2010
BMY,1/28/2011
BMY,4/29/2011
BMY,7/29/2011
BMY,10/28/2011
BMY,1/27/2012
BMY,4/27/2012
BMY,7/26/2012
BMY,10/25/2012
BMY,1/25/2013
BMY,4/26/2013
BMY,7/26/2013
BMY,10/24/2013
BMY,4/30/2014
BMY,7/25/2014
BMY,1/28/2015
BMY,4/29/2015
BMY,7/24/2015
BMY,10/28/2015
BMY,1/29/2016
BMY,4/29/2016
BMY,7/29/2016
BMY,10/28/2016
BMY,1/27/2017
BMY,4/28/2017
BMY,7/28/2017
BMY,10/27/2017
BMY,4/27/2018
BMY,1/25/2019
BMY,4/26/2019
BMY,7/26/2019
BMY,11/01/2019
BMY,2/07/2020
BMY,5/08/2020
BMY,8/07/2020
BMY,11/06/2020
BR,2/05/2010
BR,5/11/2010
BR,8/13/2010
BR,11/05/2010
BR,2/09/2011
BR,5/11/2011
BR,8/12/2011
BR,11/04/2011
BR,2/08/2012
BR,5/09/2012
BR,8/10/2012
BR,11/07/2012
BR,2/08/2013
BR,5/08/2013
BR,8/09/2013
BR,11/08/2013
BR,2/07/2014
BR,8/08/2014
BR,11/07/2014
BR,2/06/2015
BR,11/06/2015
BR,2/05/2016
BR,5/06/2016
BR,8/10/2016
BR,11/10/2016
BR,2/09/2017
BR,5/11/2017
BR,8/11/2017
BR,11/09/2017
BR,2/08/2019
BR,5/08/2019
BR,8/02/2019
BR,11/07/2019
BR,8/12/2020
BSX,2/12/2010
BSX,4/28/2010
BSX,7/22/2010
BSX,10/20/2010
BSX,2/03/2011
BSX,7/29/2011
BSX,10/21/2011
BSX,2/03/2012
BSX,4/20/2012
BSX,7/27/2012
BSX,10/19/2012
BSX,1/30/2013
BSX,4/26/2013
BSX,7/26/2013
BSX,10/25/2013
BSX,2/05/2014
BSX,4/30/2014
BSX,7/25/2014
BSX,10/23/2014
BSX,2/05/2015
BSX,4/29/2015
BSX,7/24/2015
BSX,10/29/2015
BSX,2/05/2016
BSX,4/28/2016
BSX,7/29/2016
BSX,10/27/2016
BSX,2/03/2017
BSX,4/28/2017
BSX,7/28/2017
BSX,10/27/2017
BSX,4/26/2018
BSX,2/07/2019
BSX,4/25/2019
BSX,7/25/2019
BSX,10/24/2019
BSX,2/06/2020
BSX,4/30/2020
BSX,7/30/2020
BSX,10/29/2020
CAG,3/26/2010
CAG,6/25/2010
CAG,9/22/2010
CAG,12/22/2010
CAG,3/25/2011
CAG,6/24/2011
CAG,9/21/2011
CAG,12/21/2011
CAG,3/23/2012
CAG,6/22/2012
CAG,9/21/2012
CAG,12/21/2012
CAG,4/04/2013
CAG,9/20/2013
CAG,12/20/2013
CAG,3/21/2014
CAG,6/27/2014
CAG,9/19/2014
CAG,12/19/2014
CAG,3/27/2015
CAG,7/01/2015
CAG,12/23/2015
CAG,4/08/2016
CAG,7/01/2016
CAG,12/23/2016
CAG,3/24/2017
CAG,6/30/2017
CAG,9/29/2017
CAG,12/22/2017
CAG,3/22/2019
CAG,6/28/2019
CAG,9/27/2019
CAG,12/20/2019
CAG,4/01/2020
CAG,7/01/2020
CAG,10/02/2020
CAH,1/29/2010
CAH,4/30/2010
CAH,8/06/2010
CAH,10/29/2010
CAH,2/04/2011
CAH,4/29/2011
CAH,8/05/2011
CAH,10/28/2011
CAH,2/03/2012
CAH,8/03/2012
CAH,10/31/2012
CAH,2/06/2013
CAH,5/03/2013
CAH,8/02/2013
CAH,11/01/2013
CAH,1/31/2014
CAH,5/02/2014
CAH,8/05/2014
CAH,10/31/2014
CAH,1/30/2015
CAH,5/01/2015
CAH,7/31/2015
CAH,11/03/2015
CAH,2/02/2016
CAH,4/29/2016
CAH,8/03/2016
CAH,11/01/2016
CAH,2/08/2017
CAH,5/02/2017
CAH,8/03/2017
CAH,11/07/2017
CAH,2/08/2019
CAH,5/10/2019
CAH,8/09/2019
CAH,11/08/2019
CAH,2/07/2020
CAH,5/12/2020
CAH,8/07/2020
CAH,11/06/2020
CARR,10/30/2020
CBOE,2/11/2011
CBOE,5/06/2011
CBOE,8/05/2011
CBOE,11/04/2011
CBOE,2/10/2012
CBOE,5/02/2012
CBOE,8/03/2012
CBOE,11/02/2012
CBOE,5/07/2014
CBOE,2/04/2016
CBOE,2/07/2017
CBOE,5/10/2017
CBOE,11/08/2017
CCI,1/29/2010
CCI,4/30/2010
CCI,7/30/2010
CCI,10/29/2010
CCI,1/28/2011
CCI,4/29/2011
CCI,7/29/2011
CCI,10/27/2011
CCI,1/27/2012
CCI,4/27/2012
CCI,7/27/2012
CCI,10/26/2012
CCI,1/25/2013
CCI,4/26/2013
CCI,7/26/2013
CCI,10/22/2013
CCI,1/24/2014
CCI,4/25/2014
CCI,7/25/2014
CCI,1/23/2015
CCI,4/24/2015
CCI,7/24/2015
CCI,10/23/2015
CCI,1/29/2016
CCI,1/27/2017
CCI,4/26/2017
CCI,7/19/2017
CCI,10/20/2017
CCI,4/20/2018
CCI,1/25/2019
CCI,7/19/2019
CCI,10/18/2019
CCI,2/28/2020
CCI,5/01/2020
CCI,7/31/2020
CCI,10/23/2020
CCL,3/24/2010
CCL,6/23/2010
CCL,9/22/2010
CCL,12/22/2010
CCL,3/23/2011
CCL,6/22/2011
CCL,9/21/2011
CCL,12/21/2011
CCL,9/26/2012
CCL,12/21/2012
CCL,6/26/2013
CCL,9/25/2013
CCL,12/20/2013
CCL,3/26/2014
CCL,6/25/2014
CCL,9/24/2014
CCL,6/24/2015
CCL,9/23/2015
CCL,3/31/2016
CCL,6/29/2016
CCL,9/27/2016
CCL,12/21/2016
CCL,3/29/2017
CCL,6/23/2017
CCL,9/27/2017
CCL,12/20/2017
CCL,3/27/2019
CCL,6/21/2019
CCL,9/27/2019
CCL,10/09/2020
CDNS,2/04/2010
CDNS,4/29/2010
CDNS,7/29/2010
CDNS,10/28/2010
CDNS,2/03/2011
CDNS,4/28/2011
CDNS,7/29/2011
CDNS,10/27/2011
CDNS,2/02/2012
CDNS,4/26/2012
CDNS,7/26/2012
CDNS,10/25/2012
CDNS,1/31/2013
CDNS,4/25/2013
CDNS,7/25/2013
CDNS,10/24/2013
CDNS,1/30/2014
CDNS,4/22/2014
CDNS,7/22/2014
CDNS,10/21/2014
CDNS,2/05/2015
CDNS,4/28/2015
CDNS,7/28/2015
CDNS,10/27/2015
CDNS,2/04/2016
CDNS,4/26/2016
CDNS,7/26/2016
CDNS,10/25/2016
CDNS,2/02/2017
CDNS,4/25/2017
CDNS,7/25/2017
CDNS,10/27/2017
CDNS,4/24/2018
CDNS,2/20/2019
CDNS,4/23/2019
CDNS,7/23/2019
CDNS,10/22/2019
CDNS,2/13/2020
CDNS,4/21/2020
CDNS,7/21/2020
CDNS,10/20/2020
CE,2/10/2010
CE,4/28/2010
CE,7/30/2010
CE,10/27/2010
CE,2/02/2011
CE,4/27/2011
CE,7/22/2011
CE,10/26/2011
CE,2/01/2012
CE,4/25/2012
CE,7/25/2012
CE,10/24/2012
CE,1/30/2013
CE,10/22/2013
CE,4/23/2014
CE,10/22/2014
CE,10/21/2015
CE,4/20/2016
CE,7/27/2016
CE,10/19/2016
CE,2/02/2017
